,Florida,California,Texas,New York,Virginia,Arizona,Massachusetts,Utah,the District of Columbia,Washington,Colorado,Michigan,Connecticut,New Jersey,Nevada,Pennsylvania,Missouri,Maine,South Carolina,Maryland,North Carolina,Minnesota,Indiana,Georgia,Illinois,New Hampshire,Iowa,Hawaii,Idaho,Tennessee,New Mexico,Mississippi,Ohio,Kansas,Oregon,Montana,Alabama,West Virginia,Vermont,Wisconsin,Rhode Island,North Dakota,Louisiana,Wyoming,Arkansas,Oklahoma,Kentucky,Alaska,Nebraska,Delaware,South Dakota
2006-04-01,245114.52030510004,473754.72671959776,135750.8545601601,270504.5437350207,260753.06639128513,280036.7506683778,365497.97233611764,194171.8596026151,385971.84939029097,285942.8013268564,234938.1952280559,145354.20311193253,300091.1853728219,360272.7359689558,331907.1985722592,158858.02687430123,136251.2928633862,199503.11746708176,154086.81231507426,326023.2127370518,157857.9061193303,207347.4029170752,113503.59958990592,164504.33568931287,200371.66491381216,255626.44723550297,115346.38704808238,455525.1091739091,181937.7256163078,141185.45852858954,170152.54314983776,115296.60558993778,127168.8373361748,112149.77219006652,243890.8245801934,170233.59169985246,126615.87389022626,99149.45781025341,201992.66265014024,171640.9125811652,298346.8789479095,,151121.53444311794,177121.1768907702,120032.39579271263,105202.97381387818,111361.1052050208,220557.47726786346,128480.01115298935,263992.9710577901,133742.7464822318
2006-05-01,248921.24550878463,476420.33106805896,136316.36998786207,271784.91342918604,262210.3820362314,283124.56909485656,365263.87174411333,196188.37463752448,388393.63032949745,289865.1808800507,235457.6036287871,145223.68305069834,302014.82743820344,363036.90630647744,334524.8394357409,159911.27998823405,136589.72442906816,199514.10600292627,155202.12214913763,329705.01739102096,158734.81309713656,207595.73274273655,113622.82034439752,165001.4891954727,201393.95712902443,256124.7180683421,115568.82224312308,459064.3310455081,184741.89470943707,141994.006545426,172206.12559812277,116102.86842371448,127339.33151448813,112467.03951747395,247583.7315324028,171615.73279588553,127637.41594839991,99390.97353763867,203424.54779453273,171967.45210389758,299436.64143087476,,152188.68383046333,178790.51005770173,120618.85816845323,105644.37364504399,111627.41089969977,221761.47173319114,128901.6281262868,266180.0376496643,134057.74926625015
2006-06-01,252108.34773760845,478264.0089584479,136943.2326155327,273107.28410407284,263223.3674011168,284830.7636298889,364700.6922412811,198737.54656955771,389581.71644390264,293566.80675624084,235933.70607509985,145006.97430421822,303157.1571065832,365434.3533375236,335708.65687221213,161064.60757104334,136937.2661683619,199368.49903320393,156436.57404262605,332882.16829424375,159609.70566979735,207857.8071785887,114006.5404992819,165541.37209417814,202133.6734288549,256512.12410173658,115805.893636634,462063.33016569033,188213.38629615578,142824.96656335803,174365.86934165587,116895.94022643163,127492.26167974102,112772.23959384154,251610.97083948352,173019.6787284222,128615.7835548575,99757.75862429048,204646.54123134364,172229.79050451427,299830.814649282,,153099.74697669002,180659.1113809459,121186.86222188291,106045.09463231599,111864.07737049664,223168.70477039358,129195.44892516693,267940.98393970804,134492.1925275415
2006-07-01,254295.38026110685,478948.61774624203,137568.34947080855,274345.0280532841,264104.0673709761,285171.0331716502,363131.5788536353,201886.10371016056,389412.788335081,296981.207304865,236222.3190063911,144757.1316350219,303951.57971249364,367016.04556056013,336044.7213701142,162132.26651117345,137293.2161399546,199167.3019480696,157710.72381722587,335751.7633949583,160501.7845540146,207885.34996136566,114458.37567789841,166110.0809442924,202697.02853702183,256286.27972073123,116092.52554367662,464315.6899840936,190799.21748697365,143662.66297074247,176254.335829396,117455.47297311334,127628.95794400056,113088.55162073007,255366.48700657196,174367.44622572418,129525.81605724803,100120.74852207008,205832.63953512468,172394.83704690324,299225.73531499127,,153853.42333307402,182638.3539843463,121724.35029307846,106442.9780571572,112071.50964670624,224750.935705375,129445.21526837793,269555.4629577405,135067.03979338033
2006-08-01,255731.02519040974,478954.66692966624,138123.58716917422,275452.35897576116,264685.1266999836,284332.13566880714,361131.8851528997,205386.77497658643,388890.8052112285,300076.62927205884,236484.98587527793,144461.19461499443,304237.42978001345,367728.2444675742,335739.3881132784,162996.1775504611,137612.74159641995,199157.17641136082,158867.4786541967,338019.21884269384,161417.80521493492,207760.2911402878,114890.21038334562,166698.09051249712,203117.841071479,256028.3517905865,116397.87125218177,466340.52098355605,193041.53441957678,144517.12068706853,178193.08578155807,118295.22641971514,127717.18045156583,113504.26122095475,258726.45481655176,175739.0830337243,130464.10488746823,100415.70532408792,207020.62555167227,172577.87386049982,298238.3054978338,,154702.29086027693,184154.06224975668,122228.03270167676,106831.00558564586,112272.51824643866,226562.49019674212,129541.30134400121,270997.06350876164,135437.8640562085
2006-09-01,256332.53534553517,477928.3002995905,138714.05025983628,276167.7507603538,264770.9061785537,282513.036161984,358703.5591479034,208839.50876665788,388203.43829258485,302807.7261438346,236542.9788082582,144134.5850172722,304292.8845893212,367831.3939676915,335057.77606919565,163598.38211619994,137942.79119329003,199427.258591102,159855.85340457832,339495.9233158275,162303.3808579323,207389.4146026854,115227.73875053784,167223.7901802353,203455.47941916055,255613.52892506134,116694.21199263514,468439.786217735,194918.40076029472,145304.14628557579,180041.98589935203,119178.86670676562,127747.79440816981,113835.57747564396,260865.06514349012,176884.71830626938,131281.93639961744,100746.44048634614,208113.78085021346,172849.37951762686,296630.40044839494,,155444.98226664064,185484.67089172723,122721.71091468039,107168.06641801837,112547.21783947114,228574.74364836884,129659.97331321548,272241.86375485215,135792.80611592773
2006-10-01,256305.347377316,476758.66804054735,139443.49255182277,276693.33824981074,264481.20539059443,281192.97298174823,356528.6078677901,211969.2385280542,387086.8202961392,305143.5882023961,236455.3690332599,143762.84977538922,303988.2024130128,367384.8031074279,333784.6410580258,164067.252975555,138303.63319884054,199972.5519885329,160672.82854605318,339962.7901672884,163115.97135475566,207092.31634585027,115632.29488144869,167687.54596063247,203723.50495469593,254882.8090496352,116970.29258123657,469260.8801410597,194885.35145794725,146043.40306522278,181836.53798095442,120269.6093905829,127728.5540654203,114178.6695138358,262427.8841269575,177989.333416565,132008.96906147824,101203.91877065715,209222.70332093307,173178.06136371952,294985.8364743877,,156122.47713850232,186850.74341164078,123095.80301991217,107506.82826347103,112845.99778620397,230463.85049966315,129812.88304204641,273528.4844658123,135954.6892579846
2006-11-01,255921.2265694997,475511.54201800463,140142.06560672753,276997.27669479337,264133.5635554111,279416.49703621824,354247.55003974773,214882.27644904715,385349.77401680144,306811.15170496906,236135.40751679844,143336.7380143193,303458.3949278997,366633.72597543965,331944.47865806957,164441.9540443884,138671.9499716944,200332.0639370114,161290.34888037315,340044.3935787561,163795.1913337386,206777.8957938055,115949.96178887249,168031.19771454393,203962.12545893926,253998.89893767497,117237.80494742916,470289.3558007923,195070.50736374376,146658.44929423055,183380.32126489127,121170.87468201632,127649.35652318131,114437.82520160818,263631.3372011063,179095.27750397412,132462.3258163185,101489.60144448247,210372.13363621934,173442.90726094414,293157.87843147124,,156795.26009154657,188348.28224558328,123415.72843958373,107842.59193999106,113149.94267261756,231939.47807839295,130055.48738148372,274049.38046991365,136250.3649377287
2006-12-01,255152.93593410906,474429.5231267674,140835.03212707143,277320.30168915127,263909.3803527123,277610.8835404348,352245.8412821395,217515.810982095,383729.0561758333,307988.45430026593,236002.855309843,142818.78837814665,302928.01399902574,365457.4881412326,330646.11023627693,164758.1435936178,138971.76529248187,200575.44653383028,161786.2693744585,339818.7277440371,164405.01222944367,206659.79401574875,116240.50460929451,168407.5336639873,204284.97656303245,252963.01436659726,117524.85039895798,470508.5581847252,195060.04940463122,147189.03141174422,184597.36920579892,121875.91163330506,127518.8865517376,114765.29985801665,264824.4468472921,180306.3422859926,132806.22626604172,101648.59504293061,211461.338623416,173613.9991384589,291736.8661291262,,157417.48786220202,189713.92455711213,123673.71073042376,108175.71986908179,113361.94208471307,233415.68556104685,130247.69318845856,274280.3620504381,136638.55974552315
2007-01-01,254180.90208900385,473536.4552948891,141200.81188575318,277589.8082149933,263656.20343029365,275704.1770401182,350771.8756458101,220139.895839746,383144.5867042777,308873.64397143625,235958.34910662522,142221.10124297507,302745.1266306462,364233.5119178006,329289.3260134333,165078.01274362276,139185.366939674,200774.99922688887,162215.86425339404,339621.6428227352,165021.65727943025,206655.77533187778,116342.24560855165,168753.45020937367,204781.71734850027,252057.76589300335,117780.70404244505,470898.0091359573,196339.7836519133,147570.18305105317,185485.82256152845,122395.71864738903,127377.61921911081,115031.98179552767,265763.2475633996,181235.78651763694,133002.66060257217,101666.68791274738,212560.50747154685,173866.84999891534,290190.425294925,,158003.6087896855,190795.55919072233,123912.48823957762,108460.43594209333,113532.88165224034,234613.18520822344,130408.59467699328,273664.4916746306,137293.9699913899
2007-02-01,253130.19355930554,472488.80746235134,141344.78997225655,277809.4706789665,263555.2348202734,274356.78240374534,349741.32011791365,222706.01899123503,384046.51758634724,309998.6339854721,235843.97368077308,141621.07400094703,302767.7369144357,363341.35520538763,328365.4906977988,165460.3030574077,139354.786127942,200788.2888857413,162621.85393248778,339348.8119260072,165608.50167651704,206736.12937434684,116417.74748025798,169132.77732172798,205279.94066489264,251079.03692712262,118031.12133052961,470934.8203387501,196683.70560499575,147961.55306202444,186187.43534640223,122748.5709990193,127287.36413641325,115268.34049307852,266620.75751170743,181870.17812228404,133444.30223297558,101808.10402727117,213555.11792971814,174092.9641548619,289076.398880176,,158574.1377461817,191629.3380702714,124138.40026186667,108670.77545753679,113694.29157203597,235435.0054851797,130514.10080251271,273354.4144516498,137769.8857133344
2007-03-01,251922.89782322384,470990.0014476369,141326.77718888482,278100.6748098004,263489.82011791744,273641.8408950257,349121.8262572181,225319.95627731094,385254.32675171987,311715.79389700486,235779.6433731413,140986.23452804965,302817.9852375595,363103.42831295094,327224.07429033605,165939.99350373342,139502.22142116295,200603.30118454492,163000.80745129733,339392.21059057623,166266.0653968057,206647.3514690393,116412.17286423768,169496.6100003445,205677.97405037665,250550.01852296328,118265.58183184249,471387.1794517276,196690.30037663892,148424.8700964169,186682.31234776965,122980.70833283674,127163.11268307203,115531.89959565901,267646.0919606033,182342.99305013777,133983.5771111832,102038.53801056663,214163.0587823257,174354.68260271134,288195.4531471158,,159214.55725081463,192525.4174515492,124311.91318083084,108837.42239968899,113807.68768376489,235784.081923333,130680.00793475419,273268.8481910618,138010.78762710394
2007-04-01,250528.75000580438,469068.5984692138,141545.71487466057,278219.7527419893,263642.3280327985,273383.33774618263,348482.4258352672,227782.447190301,386262.2319566885,313890.00098847575,235914.59395727934,140356.88874289845,302628.46045848593,363251.39409943135,325564.9799726689,166382.75537945636,139599.3985796493,200301.14691162997,163260.47975723512,339523.5819332586,166944.22267553778,206369.7834622129,116481.87085767456,169879.63626635994,205863.62209286253,249950.3970455531,118513.94667700895,471834.7379631702,196921.32340393797,148971.85974464135,187444.19974847417,123192.86896439373,127023.87242455092,115891.59880752565,269078.2680269372,183037.31180030436,134675.86994389692,102311.28272214248,214500.1330863071,174515.6801554073,287344.50758386025,,159874.27755596972,193570.42119614434,124510.34126516843,109014.03911960214,113823.96811640756,236255.28409430836,130797.78117874872,273804.60692402004,138086.07890120128
2007-05-01,248713.3840928568,466071.59736611036,141946.12713361523,278447.98533004697,263459.4222468407,273055.81990492454,347749.3747429966,230199.7807641581,386732.0904886141,315825.45492274436,236316.28016929372,139604.3028846346,302280.9870669817,363189.3011560392,323514.12937989505,166808.46283744462,139646.07989954928,199915.74205729575,163512.06594255916,339584.7230093773,167677.3706987391,205895.30086448605,116461.13948040416,170207.02213194888,205883.9338371609,249509.1607797475,118644.56716420218,472027.6873076846,197485.3629060289,149515.20638841542,188205.6137619035,123586.70827563608,126861.15496671754,116326.50821467646,270556.4690234049,183679.01041253205,135094.898727973,102546.53847576398,214751.05623170346,174592.87230011023,286577.48927527404,,160318.9089553793,194816.82445998248,124610.14382998437,109248.6251537539,113820.99487150276,237034.87018319344,130868.7417616317,274579.06718860555,138218.5447116649
2007-06-01,246444.5020712614,462620.13265676127,142466.75125337727,278482.8795396551,262867.64425513457,272133.79515274236,346721.3860193147,232848.54834730178,386831.25059113983,317071.0296983387,236732.40149840305,138899.44626804875,301610.50652751175,362429.6234278257,320701.71258518373,167132.3780624452,139641.03123637274,199264.70034632916,163681.28627930788,339377.94376092823,168386.75209905914,205278.51811132862,116428.07815917447,170428.4408106448,205764.63188691225,248804.36922410852,118689.17399534375,471998.63877814263,197961.05878667787,150003.465023901,189330.43549456963,123927.4316279923,126713.35384590604,116706.25999984058,271576.86573668063,184293.16167022815,135370.53479521387,102741.48400971299,215121.31606808436,174589.62128165292,284953.1616293048,,160682.334114691,196204.09471468686,124703.3633591233,109555.46903125265,113840.13347941176,237843.30243807062,130616.46244716353,275563.625974437,138593.34466299502
2007-07-01,243711.26559286893,458202.8704260536,142931.35521064242,278538.5647515499,261752.67970916416,270584.2494085608,345325.71544103406,235520.4910003522,386838.4526947763,317648.4348130673,237039.34827568894,138052.2849141989,300765.087133047,361014.1908281395,317362.2093351835,167481.70035658497,139613.46394596272,198242.0641891058,163847.3965119375,338918.3532388721,168997.99128520556,204427.85023010802,116309.30620558804,170533.04916863024,205493.69218055558,248178.4762591212,118685.96533866822,471158.84469607164,198408.11879781334,150405.27172501085,190213.65673066684,124103.05832993716,126515.85382456858,117017.71514681319,272111.84311436233,184691.18321652638,135463.00188965406,102889.16497029958,215334.2894796017,174403.84778254383,283649.62815454113,,160963.5932487924,197243.87047186433,124769.06282542257,109922.6924534684,113916.73668951048,238675.44923024593,130480.72234082523,276107.7158889314,138933.1712376998
2007-08-01,240690.44436919622,453596.6795540841,143425.15912479413,278615.56540717575,260512.8914135561,268457.67960559606,343879.00735533214,238149.96463755597,386751.6018921511,318095.59110884066,237184.04360935293,137312.00984741808,299999.3155331483,359298.8795054825,313775.7462436362,167732.40764183237,139552.69657694045,197936.71502992653,163985.27456967582,338356.1270533437,169549.06135835883,203641.21154265243,116272.01603763131,170571.4742515059,205149.5630548358,247655.95159385217,118771.62772972428,470535.89671826625,198793.87842742066,150716.77239895888,190974.8675969784,124252.7732337633,126282.57688300876,117351.95378133783,272214.8124488537,185222.06371483405,135587.26967906815,103043.73717491544,215326.40768169475,174280.31376565972,282183.9835523761,,161363.2412664368,197992.5316112881,124936.264753011,110270.39962106223,114008.4675699739,239466.61072366618,130395.14605064865,276331.4610929739,139363.5611759935
2007-09-01,237597.77204256025,448420.01532851387,143911.78480452133,278621.46294191474,259378.91110884087,265797.4416175374,342458.1351917619,240136.3910131112,386760.1176397591,318297.09911249956,236998.5741761222,136380.4913242072,299471.9917874989,357619.154913422,309770.5837606133,167858.52026332836,139432.64869594408,198064.76165283044,164072.01770957044,337544.4415939952,169982.51488087873,202860.76238854555,116225.78035193203,170458.97469796616,204602.4700030953,247123.3856495385,118881.239059784,469558.4436548606,199096.62453652357,150862.98176392636,191219.6550136922,124447.26283054582,126102.28696935787,117607.44008934754,272174.4331041179,185757.80091912334,135686.6803746056,103144.1082942218,215469.47514202874,174188.91663272286,281116.15565821674,,161718.7770747024,198497.03719665043,125054.55217082791,110545.21931996309,114094.00557658507,240419.89213460273,130434.4468687197,276108.7026843714,139710.76704646263
2007-10-01,234434.68452211315,442987.5472010504,144359.89371819355,278823.64732549206,258397.11502351848,263114.78922533273,340856.9152173738,241663.78730179634,387220.40240858635,317785.54468194285,236555.1173943536,135443.9756498797,298949.3674045348,356086.6676773022,305887.0600400767,167941.1602986974,139249.64537833945,198635.63791059362,164007.5172601686,336058.2364206047,170323.3506998647,202167.20292095936,116294.18152669024,170238.85687069397,203993.26921365692,246509.21452059803,119006.8492292118,469188.58253937477,199290.5443345553,150890.1254183231,191294.15096041132,124698.57204619165,125892.68884453835,117821.19194899389,271856.83225308266,186348.49474556872,135774.8566908547,103238.09154813887,215882.11769617072,174218.24076850977,279932.34962690313,,161979.67116506235,199067.89003819798,125156.647679989,110728.1994867917,114212.12902990387,241393.27882367463,130144.05546741793,276008.1168165368,140117.1895109563
2007-11-01,231127.31517359076,437526.7395217598,144733.28172512786,279027.26272432023,257426.47789245573,259603.35971660307,339208.5834095119,242950.39689293373,387501.3093523528,316549.0037793734,235821.41562470366,134398.17343672834,298033.13877712324,354545.7594265444,300410.7973044983,168046.77258330153,138943.1988163148,198630.8485989753,163871.91782421054,333576.51402181946,170575.80243806817,201222.51046184765,116505.01725495407,169831.75039060344,203358.91619124505,245567.94913770852,119122.89636723946,468760.9361784432,199462.6342635094,150724.18528918136,191284.25430689412,124831.00039730628,125549.31813022522,117843.90916168205,271168.77916519647,187003.4739924796,135762.3271954944,103276.87542938732,216501.0393688864,174182.5822042301,279169.0597511058,,162187.94020628775,199572.4412174346,125151.5852230309,110897.17609512177,114259.21291023213,242220.6341991011,129819.33610867355,275503.6679432422,140576.45371202056
2007-12-01,227773.0893466403,431672.8657364136,145077.704924581,279137.8441772957,256146.4466981272,256107.14792601205,337555.642527597,244208.00794887147,387265.40404480346,315057.8513475681,234962.14187824455,133472.12755242872,296886.21676276525,352980.1663967399,294469.0949830369,168129.86354262813,138605.54534804705,198729.36029648015,163712.95366719805,330720.4278983416,170738.92573891583,200026.1280998539,116834.9436853365,169412.17698096222,202606.32365157874,244395.0136270089,119300.52843555003,468484.62980426085,199829.93598544653,150458.5134856346,191368.24579399615,124754.72771399359,125115.41302105802,117804.21913956548,270237.91916962457,187737.85105664728,135667.6032963377,103362.79434800979,217115.55489653326,174124.39918563562,278442.7838849299,,162277.51761442536,199963.6120152139,125147.277995178,111033.13733573923,114263.5272189108,242941.24681968533,129483.13300037489,274439.30456438137,141128.28295748075
2008-01-01,224128.96949073815,425843.7536630372,144938.49134396002,279206.2291035429,254664.29682337426,252363.97841009498,335836.32944547967,245040.90745502946,386661.7829432779,313577.81853885023,233955.35796329062,132526.41091852562,294920.14826631855,351606.90325530875,287036.06374783977,168086.54001120434,138301.66278420424,198817.29957247144,163663.5861902626,328248.09637506446,170848.01270459092,198644.25950159706,117056.77870963165,168780.82479978804,201785.0353061986,243060.47541276753,119530.14145362996,467859.30302260217,200221.95131881395,150016.75175771595,191336.7828298953,124718.69753269204,124649.28528610182,117718.39389807601,268870.4333533343,188417.14053503008,135461.91700899656,103492.90971990854,218173.68719329903,174012.03968261986,277396.44661093317,,162377.92197892745,200217.49432062882,125104.18507598295,111082.96153229736,114209.5113584192,243514.42044528664,129131.17953617549,272698.6720763389,141767.36675132602
2008-02-01,220532.33161528126,418963.590628189,144535.93613820666,279069.59792808373,253003.12859145796,247865.69154111904,333886.33392438333,245174.35515358372,385819.1609235669,312239.20349022746,233040.21350824705,131434.6637399531,292800.8981515091,350510.16088064807,278936.92050827976,168056.1173682792,138159.7424863679,198924.34877499565,163554.71008604622,326265.4848500505,170913.34515702634,197050.05010943604,117121.4408099713,168070.99439104256,200168.8222663532,241961.2959829017,119638.79541563657,466931.64854552835,200956.6365350612,149592.41405265126,191189.77668055872,124589.91491184394,124200.15210430812,117660.90827700711,267822.2831871891,188860.2417526556,135252.35314916202,103692.8150672047,218572.74814314206,173699.3468869818,275646.2289008317,,162330.93863197064,200446.023344512,125116.71477990515,111147.12209209417,114182.17391044933,243575.7447613826,128629.2723953409,271076.50956302223,142295.50473488463
2008-03-01,216691.152969768,410744.8103320718,143943.21365418166,278913.79030656844,251048.82258426075,242927.48291901813,331750.1455521835,244457.2245556727,384731.41603363,310894.4807161144,232162.3662761353,130113.67538375738,290327.0694783682,349124.1479578286,270610.48678507603,167990.0735756371,138058.69578410077,198867.9521951267,163294.9244861982,324276.58464525547,170993.50316432977,195503.99343286443,117082.1092589288,167209.86152517353,199411.2096820503,240756.90056257788,119580.10289422162,466757.3663733297,201192.5609743992,149234.42611259958,190873.2818200743,124504.60454803794,123833.11875347573,117712.43326690502,266536.78664465674,188648.20351361125,135010.86525224362,103860.05824418455,218703.02829324408,173132.1489366357,273780.3407395522,,162248.33211530503,200644.76003479003,125149.93029289292,111042.12669071917,114158.2563638811,243606.46895636793,128210.19739832914,270285.9948899142,142625.3004968473
2008-04-01,212950.7855661135,401110.7142266913,143632.1714110528,278559.09138534876,248824.2093624325,237178.3979857698,329743.4188960935,243117.6025193856,383165.73694664915,309062.72039731056,231389.61202346373,128576.4289951691,288415.24457963917,347007.9332135715,263451.1805704851,167944.1264339616,137812.51341135983,198277.29281468727,162967.49716645628,321865.3886227584,171035.94446127745,194001.04743815135,116991.53981692453,166469.25407321905,197998.29323855345,239778.24228963125,119400.3736940984,466923.76635538234,201055.8946941149,149037.29619472518,190398.8058729353,124179.20467779959,123515.22029048916,117805.70781530393,265226.5527180519,188277.13084342622,134829.64154799705,104007.45029805966,218066.5158281099,172420.20518328555,271779.32014133694,,162127.05726902434,200677.3869926343,125205.60333651256,111054.23555436711,114010.41955547193,243373.22180157903,127957.66974741885,269916.83105565154,142704.23139687593
2008-05-01,208932.32660170295,390855.8160005208,143409.27822323836,277966.00406503916,246454.57575411614,232676.60216827938,328013.7447211532,241396.4402082113,381550.56637308485,306652.0202275687,230525.97686733367,127075.10156337362,286903.5891474558,344128.84071725834,257574.16462877672,167740.9866938016,137471.85901762338,197271.8934310282,162659.05324263137,318700.7021469798,170987.69432237535,192664.5585373505,116858.39749843352,165759.6924970691,197501.22513709046,237996.21232350558,119268.6730831663,468259.4014531457,199867.52770088913,148899.41775573298,189804.65715983833,123608.88165354686,123257.74204423749,117999.73858942419,263387.556821478,188071.45750493824,134713.12553615382,104140.69969272433,217518.17149656857,171757.68194382437,269430.6033253405,,162083.88030802153,200543.4690367309,125156.86070304997,111095.99270765517,113822.3468155202,243408.5639560474,127809.17956907535,269298.00678449776,142698.5617851829
2008-06-01,205024.3871029941,380897.1125930159,143209.38751390448,277156.46287760517,244393.90240722246,228280.49886471717,326476.84822543344,239398.7219514629,379983.24357702513,303858.460548874,229676.22828514967,125610.53320577688,285654.85361835826,341168.5579649359,251243.80754013927,167416.82217947303,137041.2388501067,195750.38451433962,162383.01411432435,315006.6216009574,170757.672565912,191446.12134285845,116730.81689846537,165014.33524694544,195865.37284755753,235991.42311544565,119148.49521904187,468712.00990821625,198506.4285839156,148713.24467922974,189021.6335895854,122972.85376036254,122965.00041125191,118177.81080189238,261379.38124211392,188311.43094614765,134697.30193634905,104331.65851306058,216913.29132902835,171276.4074468632,266912.5432127723,,162079.67171984003,200235.24911176084,124990.51046869687,111317.59447570557,113626.38396654416,243318.2122132266,127661.06066647568,267754.7736442023,142768.24444104623
2008-07-01,201028.70473783548,370811.01258530136,143044.1159133004,276083.63092386327,242291.12335845796,223702.91100133854,324750.56398233696,237324.39752052756,377624.0331072523,301136.0276495369,228674.03302676397,124131.67117845331,284174.7936353449,338332.13654935354,244449.13460628883,166840.2738150223,136589.68874156225,194371.89100224603,161880.85307010522,310741.97925231117,170369.86108956012,190126.81222726885,116540.509534423,164123.63879183642,194803.51461441795,233845.71602415366,119035.20396988739,465919.23963030474,197109.07601742377,148391.34142250055,188103.42709947182,122301.40426324897,122680.5044374581,118251.38581405293,259318.70133154248,188576.99193906193,134645.2695868182,104563.12225157618,216179.240009355,170808.0294930472,263994.52500809554,,162080.46349948598,199991.8049354856,124783.85504254601,111421.32772469941,113553.01972279022,243294.62885678528,127492.47081048407,265800.35153529485,142865.30327639202
2008-08-01,196874.47527239504,361101.0011649301,142691.86349438384,274923.2586147484,239967.07474416183,217963.9622107912,322766.80258878064,235068.13917722515,374484.72114081105,298179.74381056655,227717.7751807326,122381.23405906894,282170.94703455997,335612.7233570691,237328.21691506976,166089.8086098888,136095.29381290128,193028.7167862722,161220.15179985084,306511.32879188104,169916.67766595675,188484.80661007526,116238.26723934214,163094.75224286903,192813.870669556,231931.35345895737,118941.77020449836,460783.15271143935,195726.23346013797,147926.63078403432,187089.45629044008,121771.44534843281,122339.5860550034,118322.34845478651,257089.67544942407,188495.2874707672,134409.11395384712,104746.78030666908,215750.4928171062,170278.92216327417,260877.03501948944,,162136.3972781545,199773.65528022833,124497.35015194106,111431.98228691121,113549.65559273161,243482.640350847,127272.24560483836,263594.09202264535,143040.81709847462
2008-09-01,192649.69590787427,352130.1332096776,142182.19151306845,273626.3509801536,237564.8395237058,212191.71329428663,320281.80521351664,233112.6610977873,371693.15704294964,295157.8305604911,226914.55841180542,120676.23781268178,279697.92243040114,332831.9930904372,230145.68398196774,165298.03640044245,135622.92117263496,192019.45909993234,160497.7916690169,302218.7709273375,169434.8255652943,186611.6160631196,115838.827849418,161998.9996554537,191122.02972800392,230134.5045223077,118898.29907452082,454751.3403462541,194239.67662165337,147378.34882239136,186146.53247960738,121257.18495974127,121933.50424528123,118278.57130289201,254776.1944852044,188323.51851231433,134121.35002191956,104226.51626714268,215312.74684142717,169609.08080974713,257604.14225244615,,162161.36041327252,199521.95612577643,124217.27664077697,111428.58692770952,113578.46214570974,243575.26700779595,126911.53418358653,261648.41683821855,143209.818157512
2008-10-01,188376.4320852504,344372.5887795946,141575.9411417085,272067.77673195367,235532.99734774613,207129.37741484187,317593.38491093164,231289.72723816414,370133.46666910563,292299.24507213617,226279.63605504972,119200.98148493744,277102.7447451547,329888.74102636584,223327.48939020277,164610.72108164078,135196.12132297712,191131.43140562906,159836.13543118737,298171.00547448354,168943.60567790517,184650.69815661456,115510.4824813122,160779.82363570554,188826.1475682146,228148.5468299495,118812.18383001974,450903.5425250989,192609.6445475959,146864.25881411156,185058.901844774,120857.9153618813,121403.45044411918,118242.7285052563,252425.1406247028,188103.9273704218,133714.16646196562,,214858.07001023725,168679.69302738886,254284.25196938563,,162126.49082186935,199173.4973767791,123882.0116070907,111500.89422782983,113594.82126381004,243798.83777300632,126433.11185111325,259516.98435093634,143428.4190233729
2008-11-01,184174.74458122204,336851.8485391552,140981.1697811975,270361.5354920848,233850.45674035684,201431.6467197844,314874.89770846424,229631.88464069102,368840.06669013045,289548.1279471423,225565.2433211233,117867.44351759336,274649.5304784467,326762.7977969185,215957.78591104774,163963.74837651118,134650.91702153874,190448.6250594464,158975.07476265795,294778.5380466569,168326.90863514715,182850.9534951331,115206.19435478638,159259.7828333657,186675.30202432594,226599.9336041057,118717.86993834218,447619.2180528064,190894.36533170124,146324.88820399865,183983.7226647843,120590.64635696268,120870.72464034833,117971.76651175487,250151.27041710445,188084.37021858082,133365.28645347737,102455.72487676592,214370.19500851064,167559.07600616873,251053.64491940415,,161839.73176075416,198909.41461412527,123572.06974234218,111470.92388199292,113534.5624446501,243864.62055020826,125880.49354519253,257729.3482993112,143675.88006499267
2008-12-01,180157.5009256378,329635.9119036063,140431.1828328337,268725.45138206595,232332.1758524043,195532.31495058458,312434.66309426556,227801.7296504631,367111.8947312166,286686.0312921691,224768.27200928607,116295.59458140552,272596.5468679432,323900.3492081714,209491.28331637266,163266.38903142905,134061.5976458758,189488.96109785046,158089.21496545122,291645.0716692343,167588.72388598928,181226.21013412147,114833.21734848716,157426.5724327319,184149.31226514946,224999.20450513705,118609.89495247502,444602.42683620745,189080.9181714164,145767.8143760506,183085.9381014759,120409.14564111327,120237.39865592816,117683.1335269411,247761.96690002273,188020.6897337491,132855.15412702644,102083.8073213655,213935.0281576249,166443.64355614898,247636.59637165183,,161516.67529914575,198774.2450528684,123216.39048902092,111355.3139302946,113428.82001346342,243832.36984044954,125308.50994290334,255972.39545063043,143882.0029673348
